institution,ukprn,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
University of Wolverhampton,10007166,13.0,"Architecture, Built Environment and Planning",2f6e70b2-c79f-42d8-a0c9-45425cbd8786,Delivering optimal solutions to enhance organisational capability,C,2.25,Low,22.28105945620601,12.990495033103917,18.324867316579397,19.514511515940143,0.3074,0.0,0.35,0.5734,0.7493,36,11,10,###; ###  4,4.0,1450,20
"University of Salford, The",10007156,17.0,Business and Management Studies,9058c534-ac80-4f8f-bdf8-dec1215dc08f,Delivering organisational change to SMEs through knowledge exchange,C,3.25,High,25.07151148595034,12.7235580869636,17.760113548542257,20.98787071859971,0.375,0.0,0.4019,0.6218,0.848,16,10,4,###; ###  4; 400k; £3.7 million,3700404.0,1681,17
University of Wolverhampton,10007166,13.0,"Architecture, Built Environment and Planning",ab21c4a9-1c72-47b0-a570-411a136328c9,Delivering Smart and Sustainable Infrastructure,C,2.25,Low,6.780922912926428,13.598379533213643,21.08112680061502,23.999905913978495,0.5162,0.0,0.5789,0.765,0.865,17,5,7,###; ###  4,4.0,1116,15
University of Plymouth,10007801,14.0,Geography and Environmental Studies,b5d9beda-5d59-4e26-89b3-cdc90d108524,Delivering Smart Ticketing in Great Britain,C,2.8339999999999996,Low,34.18268595041323,12.700997520661158,15.69241963947572,16.669787928221858,0.233,0.0,0.0772,0.4019,0.7845,16,7,9,"###; ###  4; 3; 325,846; 2.86; more than £23; 8.5; 272,246,751; 2.23",272572640.59,1226,23
University of Brighton,10000886,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",282aba3d-c62e-4f03-83d4-bf441bfbbad0,Delivering strategic change through policy and training interventions to reduce inequalities for LGBTI individuals and communities,A,3.389,High,24.93220990873533,12.837541634072144,17.650647597118724,19.44438531911438,0.3031,0.0,0.2616,0.575,0.7483,37,3,12,,0.0,1421,12
University of Northumbria at Newcastle,10001282,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",66c1ce44-62d9-4c2a-b6e8-c4320c029626,Delivering the benefits of enzyme biocatalysis for the pharmaceutical and chemical industries,A,3.055,Low,19.96764028776977,13.169129000799362,18.074723484262318,20.744764890282134,0.3055,0.0,0.296,0.6187,0.7845,14,4,5,,0.0,1276,11
The University of Kent,10007150,4.0,"Psychology, Psychiatry and Neuroscience",6012d504-d80a-427b-b053-b813864a1e35,Delivering the First Dedicated Treatment Programme for Firsetting Internationally and Helping Offenders Move Forwards,A,3.25,High,21.877705523941984,12.730483012826378,18.142841449937833,21.09918658987177,0.1428,-0.6083,0.0345,0.4718,0.7932,20,4,13,,0.0,1284,26
Canterbury Christ Church University,10001143,24.0,"Sport and Exercise Sciences, Leisure and Tourism",b350d181-c1cb-418f-8d9a-e5ec9aa68c10,Delivering the first UK Chief Medical Officers’ national perinatal physical activity guidelines and new national medical and healthcare training and industry standards,C,3.5,High,8.185007455731636,13.856421714818266,21.556940240949178,26.35707923623282,0.3235,0.0,0.2732,0.6908,0.8105,43,3,5,###; ###  4,4.0,1465,24
University of Exeter,10007792,29.0,Classics,cf06105a-b2eb-4fbe-966e-7142e11ca09d,Delivering transformational Relationships and Sex Education through creative methods: The Sex & History Method,D,3.667,High,25.429415584415608,12.919535503685504,17.86017883477526,18.394798856704064,0.2437,-0.1616,0.2023,0.6249,0.8062,46,11,18,,0.0,2131,32
The University of Bath,10007850,12.0,Engineering,f5065fda-298e-4c7b-9d49-c4b45f5639bc,Delivering new development processes resulting in reductions in CO2 and pollutants from the global Ford vehicle fleet,B,3.556,High,28.415431818181844,12.52351493230174,17.122413403193683,17.483703170028825,0.2941,-0.1024,0.3818,0.6121,0.7833,16,4,5,,0.0,1041,19
University of Dundee,10007852,5.0,Biological Sciences,579531fd-9b83-4032-9268-41688898128c,Delivery of new and repurposed drugs for visceral leishmaniasis and transfer of revolutionary screening platforms to industry,A,3.8329999999999997,High,26.579208108964252,13.329935455601309,17.192909130983228,18.494655008953963,0.1914,0.0,0.2023,0.4019,0.6026,10,5,3,###; ###  4,4.0,863,13
The University of Huddersfield,10007148,17.0,Business and Management Studies,66b9c331-880c-4daa-9f2d-8d0c39b534dc,Deluxe Beds Knowledge Transfer Partnership: The Application of SCRUM in Continuous Improvement,C,2.929,Low,31.634546027742772,12.061067990752417,16.77397747513606,17.334069153947617,0.3492,0.0,0.3182,0.6542,0.7792,19,3,8,"###; 7,324,957; 1,800,000; ###  4; 1,800,000; 172,200; 484,083; 135,000; 53,550; 182,000; 648,227; 81,600; 44,210; 26,000; 66,492; 360,729; 75,000; 70,500; 6,950; 151,385; 13,536.78; 117,283; 56,171",13669877.78,1566,19
University of Derby,10007851,12.0,Engineering,1d9e2516-1bb5-4c11-bae5-db0d8a0657ea,Democracy of Sound – Impact in Immersive and Live Audio Applications,B,2.25,Low,34.37791224150183,12.63369305934707,15.978110994213203,16.701053130929786,0.2124,0.0,0.0,0.4542,0.8111,34,11,7,###,0.0,1581,17
University of Southampton,10007158,19.0,Politics and International Studies,e8cc4e1d-1a0b-45b0-b8b6-2c65f2ae19b5,Democratic Innovations: Citizens’ Assemblies,C,3.167,High,22.67739336257435,12.9220463129356,18.46109202860533,20.320398047262906,0.3182,0.0,0.2732,0.6249,0.8266,46,18,11,"###; ###  4; up to £60,000",60004.0,2087,29
Oxford Brookes University,10004930,27.0,English Language and Literature,3e04d004-28b8-45b0-acbb-7f86045440fb,Democratising Poetry: Reading and Writing with John Clare,D,3.8329999999999997,High,26.712004695885554,12.710835105204874,17.912235450573398,20.314405453639907,0.4244,0.0,0.4404,0.7285,0.8935,26,25,6,"###; ###  4; ###  A\; ###  B\; ###  C\; 20,000; ###  D\",20004.0,1721,14
University of Newcastle upon Tyne,10007799,20.0,Social Work and Social Policy,2ff63239-d03f-4793-b9e9-003e4a2a17fa,"Democratizing Water Politics, Policy, and Management to Tackle Social Inequality and Injustice",C,3.5,High,8.555833298370771,12.95997642262779,20.288484099281263,23.546481021394065,0.0732,-0.35,0.0,0.3659,0.5796,20,7,17,###; ###  4,4.0,1610,15
University of Oxford,10007774,21.0,Sociology,47ee4f78-2ed2-430f-bc68-81b21b3b0a07,Demographic and Sociological interventions during COVID-19,C,3.875,High,19.32889519290285,13.16707375696307,19.34168275104431,23.443049349273913,0.1113,-0.1627,0.0,0.2437,0.6743,36,9,11,"###  Face\-Coverings; ###  Vaccine Deployment: Policy and Communication 

 In a House of Lords; ###  ; ###  ; ###",0.0,1327,17
Birkbeck College,10007760,16.0,Economics and Econometrics,26c29be0-99e0-4cfd-a7d8-d7fc7aba1557,Demographic structure and economic trends: planning for Europe’s financial future,C,3.1659999999999995,High,21.67381019036955,12.720058790593507,17.729514807572812,20.913072726509718,0.2084,0.0,0.0,0.4767,0.64,47,11,11,,0.0,1521,16
University of Cambridge,10007788,31.0,Theology and Religious Studies,886c921e-12c2-4359-adb8-322d13bc0830,Demonstrating Jesus as a Historical Figure in the Public Consciousness,D,3.375,High,39.64886644518273,11.49965122259136,15.56662900700135,15.883170731707317,0.2149,0.0,0.0,0.4939,0.7679,22,17,9,,0.0,2419,27
University of Glasgow,10007794,1.0,Clinical Medicine,17427303-e291-4fa7-be25-ab5da8d69344,Demonstrating risks and benefits of glucose-lowering drugs in type-2 diabetes leads to new uses of these drugs in treating heart failure.,A,3.75,High,43.35323463152264,13.211348548337137,14.30122419136882,15.506074561403508,0.2146,-0.5939,0.2023,0.6647,0.8031,20,4,12,over USD8 billion; over USD8 billion; GBP286 million \[5.E3\; an additional 2.1 million; 5822,16288105822.0,1256,20
University of Southampton,10007158,5.0,Biological Sciences,3b9e516e-4a96-48e9-b2d6-1abba8904a94,Demonstrating the antimicrobial properties of copper and driving its use in healthcare facilities and public spaces to reduce infection.,A,3.625,High,24.28889045320463,12.968840057656209,17.693802365651003,19.76753972954299,0.091,-0.3025,0.0,0.1453,0.6381,49,9,22,###; ###  4,4.0,1842,33
The University of East Anglia,10007789,18.0,Law,ff272e3d-2c30-4b6f-ab64-225e4ab38f67,Demonstrating the need for greater public awareness of cartel behaviour in order for cartel laws to be enforceable,C,2.667,Low,24.682750105708266,12.307950147991544,18.293737115249716,20.430924667352485,-0.0024,-0.7096,0.0,0.4588,0.6597,24,10,5,,0.0,1379,23
University of Oxford,10007774,30.0,Philosophy,1083db01-9610-476f-8a49-0ba38b998893,Demonstrating the value of embedding consideration of ethical issues into the day to day practice of genomic and genetic medicine,D,2.8759999999999994,Low,30.743097108736663,12.073301811916167,17.202604967454466,18.284248584662897,0.2607,0.0,0.1026,0.5754,0.7808,29,11,6,###; ###  4,4.0,1608,20
University of Edinburgh,10007790,9.0,Physics,2785db75-b5fb-49d3-85ba-72233f1eeeb6,Dense suspension rheology: from chocolate to ceramics,B,3.389,High,25.60311071797139,13.382504562877783,16.200300561449858,18.586060049019608,0.1005,0.0,0.0,0.2732,0.4404,13,9,4,2\,2.0,1088,23
The University of Bradford,10007785,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",ac601794-8d08-417f-80d6-c7115a42024f,"Deployment of new thermoplastic granulation technology for the manufacture of nutritional supplements improves product quality, reduces production costs and creates skilled jobs in northern England",A,3.0,Low,32.463091419406595,12.898023389468056,15.753779318975855,14.904558886281201,0.2543,0.0,0.064,0.5574,0.8875,14,2,5,###; ###  4; 0.90; 8.50,13.4,872,19
"Imperial College of Science, Technology and Medicine",10003270,10.0,Mathematical Sciences,558c28df-7e9a-4384-bd34-f5209e7a5ff1,Design and Optimisation of Laminar Flow Wing Technology for Next Generation Aircraft.,B,3.7859999999999996,High,16.98121557938711,13.422602391930102,18.33088967060093,20.831409266409267,0.1313,-0.1368,0.0,0.25,0.6801,16,2,4,###; €200 million; €4 billion; ###  4; £5 billion; €200 million; €4 billion; €25 billion,38400000004.0,1064,23
University of Northumbria at Newcastle,10001282,32.0,"Art and Design: History, Practice and Theory",73948b91-18e6-4f56-8f8f-82f550202e23,"Design and Social Innovation in Asia-Pacific Network: Transforming professional identity, and evaluative practices for social impact",D,3.1879999999999997,High,20.310805084745795,13.182038983050848,17.665766338951308,20.748134328358212,0.2788,0.0,0.2023,0.516,0.7701,13,8,14,2\; 10 \,12.0,1206,14
University of Greenwich,10007146,12.0,Engineering,5265eb2b-8836-4e82-aa1a-14a7c33bc304,"Design for reliability: Transforming reliability, quality, efficiency and cost savings in design and production for the high value electronics industry, and informing industry standards across the globe",B,3.0,Low,14.405919441229543,13.327847110596721,18.52614452772282,20.0991138391095,0.1903,0.0,0.0,0.4353,0.7615,27,9,13,"###; ###  4; 100,000; 600,000; 3,000,000; greater than £30,000,000",33700004.0,1434,10
University of Sussex,10007806,12.0,Engineering,2ea12098-034c-412d-acd6-41cbb863a4d7,Design Information for Improved Disc Life and Clearance Control,B,2.9999999999999996,Low,33.92549511335304,11.665380525063771,15.972052521108978,16.96982552172426,0.1748,-0.2592,0.0,0.5988,0.7201,9,2,1,###; ###  4; around £4M.; around £2M; 30B](https://en.wikipedia.org; 30B](https://en.wikipedia.org,70.0,948,19
University of Dundee,10007852,32.0,"Art and Design: History, Practice and Theory",4d249453-78e9-499d-b28e-866c09fd19b0,"Design meets disability: changing the relationship between disability and design in business, culture, practice and education",D,3.625,High,16.052117029257346,12.965076744186048,19.513637212793633,23.346536975469498,0.1901,0.0,0.0,0.4308,0.5761,14,6,4,###; ###  4; $4.5 Trillion,8.5,1077,26
"City, University of London",10001478,12.0,Engineering,5f8e362f-8d5b-4cc7-873d-4b91c75e559b,Design of high-pressure durable fuel injectors and viscoelastic fuel additives,B,2.25,Low,28.16548878427031,12.429886282654852,15.930928648249061,16.29577238393515,0.231,-0.1051,0.2732,0.4758,0.6908,16,3,0,###; 150B; ###  4; more than £4.5M; approximately £3.2 million; £2 million,5200158.5,944,14
"University of the Arts, London",10007162,32.0,"Art and Design: History, Practice and Theory",3c06a142-2a92-4de3-9317-5818d796f5ab,Design Thinking for Prison Industries,D,3.25,High,26.009347723935377,12.984634417033774,16.855550626436536,18.747956458104646,0.1097,-0.5423,0.0,0.5849,0.7351,49,16,5,,0.0,1822,16
University of Aberdeen,10007783,12.0,Engineering,0d74b145-54c2-46a2-baf1-f75a54ed09f5,Design optimisation of hybrid renewable energy systems,B,2.416,Low,8.000742219597385,13.372439153656533,21.41881206717044,24.683467019543976,0.3402,-0.1624,0.3071,0.6591,0.8749,13,2,8,###; ###  4,4.0,1228,18
The University of Essex,10007791,16.0,Economics and Econometrics,1c481ed1-5926-4c05-88d5-b37044fa4b9e,Designing a New Technology Transfer Regulatory Framework for the European Union,C,3.2,High,16.634632683658168,12.981736581709146,19.154921650237387,20.936034353995517,0.2014,-0.0155,0.0,0.4927,0.6981,12,2,3,###; ###  4; 4.7trillion,8.7,1339,23
University of Chester,10007848,17.0,Business and Management Studies,4131fc5c-d9ce-4a52-8682-f7cb745b26a1,Designing and delivering effective regional support at scale for small and medium sized enterprises,C,3.25,High,19.897603889789337,13.510579377633713,17.879347455551382,20.11351365827531,0.4527,0.0,0.5076,0.7288,0.858,32,5,3,"###; 34.74; 44.54; ###  4; 34.74; 5.09; 03R16P00627, £488k\; 3.4m\; 9.86; 15.37; 4.43m\; ###  Raising; 21.3; 44.54",225.01,1867,15
The University of Lancaster,10007768,17.0,Business and Management Studies,8460137d-d822-4b1e-9843-eb8e7340da60,"Designing and delivering Growth Hubs: Supporting small businesses, creating and safeguarding jobs and driving economic growth across England.",C,3.15,High,33.028162162162175,13.159693783783784,17.122413403193683,19.453438800999166,0.6588,0.0,0.7543,0.8891,0.9347,20,4,2,#; #; #,0.0,1201,25
Nottingham Trent University,10004797,11.0,Computer Science and Informatics,7a3a2c0c-980e-4d9d-9ed0-eb85d688dee3,Designing and developing accessible and AI-enabled learning platforms that improve the outcomes of children and adults at risk of exclusion,B,3.0,Low,18.654523441524987,13.608763663796276,18.114530090591327,21.35650626566416,0.4216,0.0,0.4215,0.7868,0.8994,27,8,15,"50,000",50000.0,1330,17
University of Exeter,10007792,17.0,Business and Management Studies,5b7e4de5-9ccf-452e-8231-34ee3c4a7269,Designing and implementing a digital platform to reduce A&E peak time demand across the South West through the provision of real time information to empower patient decision-making,C,3.7140000000000004,High,42.37871720441615,11.939363088804466,15.186304673781336,16.250511595818075,0.2823,0.0,0.0,0.6514,0.8591,42,7,8,,0.0,1713,23
The University of Manchester,10007798,16.0,Economics and Econometrics,8dd7202a-04da-4446-8464-7487bc510e37,Designing and implementing a new Kidney Exchange (DEC-K) Programme in Italy,C,3.625,High,24.872058823529443,12.730035149130075,17.494731013351437,20.867432265375506,0.2728,0.0,0.2023,0.5574,0.7131,14,6,3,###; 4\,4.0,1142,15
University of Exeter,10007792,17.0,Business and Management Studies,abadeb28-e4e8-48d1-b7dd-686c2eed231d,Designing and implementing an Innovation Fitness Toolkit to improve the Innovation Management Capability of organisations,C,3.7140000000000004,High,22.292247627264885,13.143540264595917,17.8309064463822,19.577264522762327,0.4458,0.0,0.4019,0.6905,0.8927,31,10,13,"###; 600,000; over £100; ###  4; 600,000; 3,000,000; 100,000,000; $250M",104200354.0,1722,16
The University of Westminster,10007165,20.0,Social Work and Social Policy,f803d508-941c-4217-a96d-38336bc351ab,Designing and Implementing Participatory Prison Education Programmes in the UK and South America,C,3.0,Low,29.221403940886745,11.965013288763782,16.148494571177263,19.228105195666267,0.01,-0.6473,0.0,0.34,0.6597,30,16,9,###; ###  4,4.0,2801,23
University College London,10007784,16.0,Economics and Econometrics,0c48e645-7de4-4b3c-8228-4349b6280d74,Designing and implementing scalable early childhood development interventions for low and middle-income countries,C,3.125,High,6.0491613304403415,13.850055927180357,21.77773874891409,25.81790212363331,0.1556,-0.3729,0.2262,0.4404,0.5574,22,3,8,###; ###  4,4.0,1189,14
University of Oxford,10007774,16.0,Economics and Econometrics,6f26a336-0c54-4e8b-bcc6-64e2060d285f,Designing auctions to improve central bank operations,C,3.5,High,22.33930188679247,13.08444496855346,18.566085047556744,21.63408850128527,0.0844,-0.5684,0.0,0.371,0.7179,37,6,2,###; ###  4; ###  Improving the Bank of England’s Liquidity Insurance Facility: Implementation of Indexed Long\-Term; ###  Improving the BoE Quantitative Easing Toolkit:; ###  ; ###  Summary,4.0,1813,19
The University of Sheffield,10007157,19.0,Politics and International Studies,5eaa3b39-a329-472e-8d65-b7f4eb83fa60,"Designing for Democracy: Strengthening public engagement to tackle political disaffection, improve democratic accountability and enhance service efficiency in the UK",C,3.5,High,18.671398439937605,13.074211238689548,17.648918738538026,20.42339299610895,0.2825,0.0,0.0,0.7096,0.845,31,5,5,3bn</ins>](https://www.gov.uk; by-3-billion,6.0,1285,16
